probeset,hgnc
752,RAB3D
753,CHKB
755,DGKA
756,CACNA2D2
757,GOLGA8N///GOLGA8O///GOLGA8Q///GOLGA8R///GOLGA8S///GOLGA8M///GOLGA8UP///GOLGA8J///GOLGA8I
758,POM121L12
759,OR4A5///OR4A42P///OR4A9P///OR4A17P///OR4A41P///OR4A12P///OR4A11P
760,METRNL
761,ALG3
762,RAPH1
763,CD14
764,GPT///GPT2
765,MBD6
766,TNRC18P2///TNRC18P3///TNRC18
767,BROX
768,SVOPL
769,SLC30A6
770,C11orf73
771,SEMA6C
773,GPNMB
774,ELP3
775,PYY///PYY2
776,NUP153
777,AMD1///AMD1P1
778,NRP2
779,UBE2J1
780,CNFN
781,SUN2
782,TTC39A
783,ANKS1A
784,GAS7
788,FTH1P19///FTH1P18
789,CYP46A1
790,CTSF
791,CD8B
792,KCNAB1
794,PLD4
795,GPR98
796,PDPK1
797,VPS13B
798,SAV1///ATL1
799,POMZP3///ZP3
800,SAE1
801,NCOA4
802,ATP5G2///ATP5G2P4
803,ZBED3
804,NARG2
805,RWDD3
807,SF3B1
808,SDHC
810,ANGPT2
811,FAM76B
812,PREX2
813,OR2Z1///OR2T7///OR2T27
815,ZNF879///LYST///PPP1R12A///C10orf76///PLCD3///MKRN3///NKAP///MFSD4///ALG11///RBM6///PHKG2///LZTS2///SYNE2///TRIM16L///COQ6///NR6A1///DHTKD1///SAMD8///TRIM58///PHF7///KANSL1///ZNF207///CLEC7A///ZNF785///PCM1///PLEKHM3///ECI2///DDX19A///XPNPEP3///ME2///ELP2///TMPRSS4///JRK///AHR///TPH1///ATXN3///TGFBRAP1///MRPL48///REPS2///KCTD18///ACYP2///PPARGC1B///HMX3///MND1///ZNF277
816,CD151
817,FAM229B
819,SERF1A///SERF1B
820,SLC50A1
821,XRRA1
823,OTUD4
824,PAQR6
825,FUT6
827,ZNF853
828,CELA2B///CELA2A
829,FAM117B
831,CTNNBL1
832,WDFY4
835,GLS
836,VAT1
837,CCL17
838,TMSB4XP8///TMSB4X///TMSB4XP4///TMSB4XP2
839,GTF3C1
840,ADRB1
844,CD163L1
845,OR51J1
846,ZNF846
847,REG1B
850,MOGAT2
851,FAM114A1
852,UBE2Q1
853,SCAF4
854,KIN
855,TMEM181
856,KLK3
857,MCF2L2///TBC1D1///CRYBB2P1///KLRD1///HTRA4///KIR3DX1
858,EPHA7
859,PHF2
860,ORMDL1
861,PLG
862,KIF4B///KIF4A
863,ACADL
864,HSD17B1
865,PHKB
866,TF
867,NMRK2
868,RETSAT
869,PLAG1
870,COPS5P
872,CHMP4B///CHMP4BP1
873,OR51Q1
874,CCS
875,LDHAL6B///LDHAL6CP
876,MAGEH1
878,STOX1
879,ATXN7///RPL13
880,PHLDB3
881,HK1
882,ANO4
883,RSPO3
884,RNPEPL1
885,DNA2
886,ARF3
887,SLC35B4
888,KLHDC10
890,GORAB
891,PCGF1
892,UTP6
893,OLFM4
894,NRCAM
895,ICAM3
897,OR8K5
898,ZNF271
899,SPOCK2
902,PIFO
903,ANAPC1
905,TMSB4XP8///TMSB4X///TMSB4XP4///TMSB4XP2
906,SDCCAG3///SDCCAG3P1
907,FAM86DP///FAM86KP///FAM86FP///FAM86JP///FAM86LP///FAM86MP///FAM86B2///FAM86B1///FAM86C1///FAM86EP///FAM86GP///FAM86C2P///FAM86A///FAM86HP
908,ZNF583
909,PPP2R2B
910,TRPT1
911,TYW1
912,RANBP10
913,MYO7A
916,C15orf57
917,ICAM2///C17orf72
918,WDR55
919,OTX1
920,SLC16A6
921,NDRG4
922,NAT14
923,APBB1IP
924,GPM6B
929,C10orf111
931,IGKV1-5
932,THBS3
933,RPL5///RPL5P24///RPL5P3///RPL5P32///RPL5P29///RPL5P30
935,RPL22L1
936,FAM189B
937,GOLGA6L16P///GOLGA6L11P///GOLGA2P3Y///GOLGA6L5///GOLGA6L3///GOLGA6L4///GOLGA6L9///GOLGA6L10
939,WASH4P///WASH6P
940,SPG7
941,MTCH1
943,DNAJC8
944,TWSG1
945,COL15A1
947,FN1
948,PTGES3L-AARSD1
949,PLLP
951,PPP1R12B
952,SHPK
954,HLA-E///TTPAL///TRMT2B///KIF3A///SCAND2P///TAOK1///CLK4///COMMD2///SCN7A///RAP1B///PNPO///KLRK1///ZNF157///SLC9A7///EDA///HACE1///PDDC1///PIK3IP1///KDELC2///FKBP14///EMP2///AAMDC///C16orf72///CSGALNACT1///MSANTD1///DDX6///TYW5///COX18///ZNF506///ELMO1///C11orf54///XPNPEP3///SMCR7L///GGA1///SEMA4C///C14orf1///ZNF75A///MZT2A///DNAH7///NHLRC2///GPT2///PARP12///MBOAT2///PLEKHA2///ZNF320///CHP1///C5orf24///PI16///AGAP10///GNPTG///LONRF2///SYNE4///BRF1///TSPAN31///ZNF7///SYNE1///ZNF276///KCNH6///RHOBTB3///OGFOD3///CHDH///GSDMA///SBF2///SLC11A1///ST6GAL2///CSF3R///PTCHD1///AFMID///NDUFV3///ALS2CR12///PSME4///LRTOMT///ESYT3///APOL1///TMC7///SLC48A1///AMER2///IL10RB///UQCRC2///MYH10///ARSB///IRGQ///NCCRP1///RAD9A///POLD4///COL8A1///RFPL1-AS1///BMS1P1///BDKRB1///CYLD///PDS5A///MON1B///BMP1///WWC1///INADL///NDUFB2///SLC30A4///SLC12A8///HINFP///C2CD2L///PSMD9///RBBP5///PLXDC1///TMOD2///STPG1///SCLY///ARNT2///POLR1A///NMNAT1///GPR157///ELMOD3///HM13///TCF25///IL17RE///LTBR///PAPOLA///SSBP2///DTX2///HPSE///TAF8///SLC31A1///JDP2///KIAA0226///CCDC152///CRIM1
955,FARSA
