probeset,hgnc
71541_at,ZNF160
71543_at,PAPD4
71544_at,ANKRD28
71564_r_at,FAM134A
71566_f_at,CCDC58
71568_r_at,CCDC58///CCDC58P1
71570_at,CDK13
71577_at,MIPOL1
71584_at,XBP1
71588_at,SNX29
71598_at,RALGPS2
71602_at,PAQR7
71604_f_at,COPB2
71608_r_at,KLHDC10
71609_at,PI4KB
71611_r_at,KLF2
71616_r_at,MAGEA10
71622_at,RWDD3
71636_at,MKLN1
71638_at,C12orf69
71646_at,LARP1B
71653_r_at,TAF1B
71657_at,COL22A1
71663_at,SEPT11
71667_at,PPM1L
71669_at,SNORD19///GNL3
71671_r_at,UBLCP1
71690_r_at,RGCC
71713_g_at,SYNRG
71714_at,SYNRG
71716_at,OXSM
71728_at,FGF14-IT1
71740_at,MRPS27
71742_at,NEAT1
71744_at,LMNA
71746_s_at,LMNA
71751_at,DLGAP2
71754_at,ZNF664
71758_r_at,NUDT4
71760_r_at,TTC28-AS1
71762_at,UHMK1
71765_r_at,TMEM192
71771_r_at,TM9SF3
71774_at,ZNF771
71786_at,NRP1
71788_r_at,TMEM106C
71790_at,LINC00643
71792_at,RUNX1T1
71804_at,RCC2
71820_at,BTK
71822_at,RBMS1
71825_at,C5orf4
71827_at,DAK
71833_at,SRPK2
71836_at,UBE4A
71844_at,REEP3
71846_at,PLCG2
71862_at,SPARC
71867_at,TNRC6B
71880_at,ZMIZ1
71889_at,SEC62
71900_at,ARNTL2
71901_at,ZC3H7A
71904_at,ABCA2
71908_at,POLR1D
71910_at,MESDC2
71920_at,DOK6
71929_at,COL8A1
71931_at,KRT223P
71934_at,KRT223P
71940_at,LMLN
71942_at,COBL
71950_at,PLIN5
71955_r_at,RANBP9
71957_at,LIMS1
71959_at,TXNRD3///TXNRD3NB
71961_at,FERMT2
71969_at,RGS3
71979_at,CCDC132
71981_at,CCDC132
71985_f_at,LARP1
71987_at,ELOVL2
71990_at,METTL16
71992_at,TMEM5
71994_g_at,TMEM5
71996_at,WDR90
71998_at,CCDC113
72001_i_at,CPT1A
72002_r_at,CPT1A
72004_at,CPT1A
72015_at,MGAT5
72022_r_at,HARS
72031_g_at,LIAS
72033_at,LIAS
72036_f_at,SIKE1
72038_r_at,SIKE1
72042_at,ARPP19
72045_at,ODF2L
72054_f_at,ZBTB7B
72056_at,LENG8-AS1
72058_r_at,MORN1
72060_at,XPO5
72080_at,RPS6KC1
72082_at,PHF6
72083_f_at,LRRC58
72087_at,SLC24A5
72091_at,NLN
72096_at,ZNF41
72104_at,DERL3
72106_at,HEG1
72108_at,FRG1
72112_at,PLEKHA1
72114_at,YIF1B
72120_at,SOGA3
72123_r_at,POGZ
72127_at,ANKEF1
72132_at,ANKRD36
72136_at,TCEANC
72138_at,NDUFA3
72140_at,POLM
72142_at,HMGN2P46
72180_at,TBC1D28
72186_at,C1orf116
72187_g_at,C1orf116
72192_at,LINC00313
72207_at,PDCL2
72208_at,MIR770
72213_i_at,C2CD4C
72215_r_at,C2CD4C
72217_at,TPD52L3
72230_g_at,CHD2
72241_at,ATPBD4-AS1
72247_at,FAM47C
72259_at,STEAP3
72262_at,MCCC2
72268_at,LINC00240
72270_at,STK31
72277_at,ITPRIP
72279_at,SLC46A3
72285_at,PTPN7
72293_i_at,TTC30B
72294_r_at,TTC30B
72301_at,FAM78A
72305_at,L3MBTL4
72307_at,LRRC28
72316_at,JMY
72322_at,LINC00657
72334_s_at,ZNF677
72336_r_at,ZNF677
72339_at,NKAP
72349_at,PTK2
72351_at,NLN
72352_at,ZNF502
72359_at,HAND1
72361_at,MAP1LC3B
72373_at,ASUN
72375_at,STAT3
72377_r_at,YIPF6
72385_at,INO80D
72388_at,CCDC88A
72394_at,C3orf45
72396_at,IBA57
72404_at,TMEM51-AS1
72405_at,PHLDB3
72409_at,ANKRD16
72413_at,LNX2
72422_at,WWC3
72430_at,ADAMTSL4
72432_at,GLTSCR1
72436_at,BAHCC1
72440_at,RWDD1
72442_at,C16orf52
72452_at,PSRC1
72456_r_at,NOM1
72458_at,NDUFA9
72460_at,KCNJ2-AS1
72464_at,DHRSX
72466_at,BRWD1
72467_at,CDC73
72472_at,SCD5
72474_at,NFYB
72476_at,GALNT11
72488_at,NIPAL1
72491_at,ROPN1L-AS1
72495_at,FAM83H
72503_at,HNRNPR
72514_at,ANXA2
72518_at,ELP6
72537_at,UBAC2-AS1
72555_at,PFKFB4
72558_at,EHF
72559_at,SALL3
72565_at,RDH16
72568_at,LETM1
72571_at,WRB
72573_g_at,WRB
72575_at,WRB
72576_at,HIPK2
72582_at,GRM7
72588_at,FMNL2
72596_at,PIGN
72599_at,ATE1
72603_at,PATE2
72609_at,PHRF1
72624_at,PAK3
72626_at,UBE2Q2P1
72628_at,KCNK5
72644_at,CD84
72648_at,ZNF827
72659_at,HHIPL1
72662_r_at,SYAP1
72667_r_at,RABL5
72669_at,ARL5A
72700_at,PTGR1
72702_i_at,MGA
72704_r_at,MGA
72707_at,ZNF595
72711_at,GNL1
72720_at,RASSF4
72727_at,SCYL3
72732_s_at,HSPA12A
72733_r_at,HSPA12A
72747_at,CIB4
72750_at,HELLS
72753_at,SHPRH
72754_at,EPM2A
72756_at,MIR4657///PURB
72760_at,GREM1
72767_at,TRAPPC12
72773_r_at,GPX4
72781_at,FAM127C
72789_at,EIF2AK4
72801_at,RTKN2
72803_at,SLC37A3
72804_at,SLC37A3
72811_at,RNF215
72817_at,CD177
72819_r_at,CABLES1
72821_at,ZC3H3
72825_at,LARP1B
72830_at,HNF4A
72832_f_at,HNF4A
72840_at,SLAMF7
72844_at,KIAA2018
72847_at,C9orf174
72851_r_at,STK17B
72854_at,IGF2BP1
72858_at,TGIF1
72860_at,NRXN1
72862_at,APOL6
72867_at,PHLDB2
72871_at,MIR423///NSRP1
72879_at,TPTE2P5
72883_at,YPEL3
72887_at,CELF2
72890_at,SIX1
72892_at,ATP8A1
72895_at,FBXO36
72901_at,TGS1
72907_at,RALGAPA2
72911_at,CCDC50
72913_at,RIC8B
72923_at,PAIP2B
72927_at,ARL5B
72929_at,MAPK8IP2
72932_at,IER5
72933_r_at,BBS2
72939_at,SNCAIP
72945_at,TRDMT1
72948_r_at,NPW
72956_at,CCDC37
72958_at,EP400
72960_s_at,BCAT1
72964_at,FAM20C
72966_at,EIF3A
72967_s_at,EFCAB2
72969_r_at,BCL2L2
72971_at,CRBN
72973_f_at,SEPW1
72977_at,TUBB6
72979_g_at,TUBB6
72981_at,ATP6V1G2-DDX39B///DDX39B
72983_at,MYH9
72987_f_at,HSPE1
72989_at,NAP1L1
72993_s_at,GPX2
72997_f_at,SNORA64///SNORA10///RPS2P5///RPS2P55///RPS2P4///RPS2P7///RPS2///RPS2P46
72999_f_at,OSGIN2
73000_s_at,SNX20
73002_at,MMP14
73008_at,DNAJB6
73010_at,GINS2
73014_s_at,RAB13
73016_s_at,RASIP1
73024_at,NRXN1
73026_s_at,CRIP2
73033_at,CTDSPL2
73036_r_at,CMBL///RAP2B
73038_at,MEA1
73040_at,ADAM23
73041_s_at,HNRNPA0
73044_s_at,SLC44A3
73045_r_at,SLC44A3
73048_at,DSCC1
73051_i_at,SPR
73052_f_at,SPR
73054_at,REG1A
73061_at,FUS
73065_at,ITPR1
73067_at,DNTTIP2
73069_i_at,LPCAT3
73072_f_at,LPCAT3
73078_s_at,PCM1
73081_s_at,ARRDC1
73083_at,PHKA2
73086_at,ZNF569
73088_at,CTNNA1
73090_g_at,CTNNA1
73092_at,CTNNA1
73094_at,BCCIP
73096_at,PMP22
73099_at,H3F3AP4
73102_at,SPTBN1
73104_s_at,ALDH9A1
73106_s_at,NPPA
73108_at,RAP1GAP2
73111_s_at,KRT18
73116_s_at,ECH1
73118_at,SHB
73120_at,LETM1
73124_at,TFAM
73128_at,DPYSL3
73130_s_at,CDKN2A
73132_r_at,CDKN2A///CDKN2B
73134_s_at,OSBPL10
73136_at,RBM39
73140_s_at,MESP1
73144_at,NDST1
73146_at,VEGFA
73148_at,PIK3R1
73150_g_at,PIK3R1
73152_s_at,RAB7L1
73161_at,ERG
73165_s_at,PDCD11
73168_s_at,PDPK1
73170_s_at,CCDC103///FAM187A
73172_s_at,NMD3
73174_i_at,TRIM22
73176_r_at,TRIM22
73181_at,PEX5L
73183_at,PIAS3
73186_at,MPP5
73188_s_at,COL4A1
73190_at,GPS1
73192_at,PICALM
73194_at,BHMT
73196_s_at,ITM2B
73199_at,PSTPIP2
73201_at,EIF4E
73203_at,ARHGEF39
73209_f_at,HIBCH
73211_at,SLC16A3
73214_at,ASPH
73216_r_at,PTPRA
73218_at,PLTP
73219_at,SEPT2
73226_at,AMIGO3///GMPPB
73228_at,PRMT2
73229_at,NAP1L1
73232_s_at,SLC3A2
73233_at,CNTNAP3///CNTNAP3B
73236_g_at,GBP1
73238_at,COL9A1
73240_r_at,BBS5
73242_at,BANP
73249_at,CCZ1B
73251_f_at,EIF5B
73253_at,SLC16A1
73255_at,LINC00445
73257_at,GLTPD1
73260_r_at,PDCD11
73262_s_at,NEFM
73264_f_at,DNAJB6
73266_f_at,ENSA
73271_at,TSACC
73273_at,EHBP1L1
73275_f_at,HOXB-AS5
73278_s_at,GTSF1
73285_i_at,ITGB4
73288_f_at,ITGB4
73295_s_at,HMGN4
73307_at,EMG1
73310_at,PSMA5
73312_s_at,SOD2///FAM177B
73316_at,CCND2
73323_s_at,MIR1306///MIR3618///DGCR8
73325_f_at,NFIC
73327_r_at,ARFRP1
73338_s_at,SLC3A2
73340_f_at,TBX2
73344_s_at,CBX3
73345_at,SRSF3
73350_at,FTSJ2
73353_at,WNK1
73359_at,CSNK1A1
73364_r_at,MIR33B///SREBF1
73366_at,CNOT7
73369_at,LRCH4///SAP25
73372_r_at,SNORD14E///HSPA8
73377_at,TPM3
73379_at,ZNF582
73381_at,PLEKHH1
73393_at,ALG5
73394_f_at,PLEC
73400_s_at,RNF133
73403_at,RBM14-RBM4///RBM4///RBM4B
73407_i_at,MAP2
73409_f_at,MAP2
73411_at,CIRH1A
73415_at,ZNF384
73418_at,NUP50
73421_at,TCL6
73423_at,TNRC18
